trial_numbers,cue_time in s,M5_L_rewards,M5_L_beambreak_time in s,M5_L_reward time in s,M6_R_rewards,M6_R_beambreak_time in s,M6_R_reward time in s,M5_L_beambreak_time,M6_R_beambreak_time,cue_time
,202307141552214,99,202307141552235,202307141552235,124,202307141552224,202307141552225,1689375143.5044806,1689375142.4341931,1689375141.4306285
,202307141552286,100,202307141552296,202307141552297,125,202307141552317,202307141552318,1689375149.6934216,1689375151.7579334,1689375148.6901715
,202307141552369,100,,202307141552297,126,202307141552379,202307141552380,1689375173.0269332,1689375157.9447184,1689375156.9412458
,202307141552581,101,202307141553052,202307141553053,127,202307141553041,202307141553042,1689375185.2374206,1689375184.172155,1689375178.1631987
,202307141553104,102,202307141553114,202307141553114,128,202307141553114,202307141553115,1689375191.434525,1689375191.4987228,1689375190.4311125
,202307141553166,103,202307141553176,202307141553177,129,202307141553177,202307141553178,1689375197.69033,1689375197.7537203,1689375196.6868854
,202307141553229,103,,202307141553177,130,202307141553239,202307141553239,1689375219.0163937,1689375203.9299655,1689375202.9245255
,202307141553441,103,,202307141553177,130,,202307141553239,1689375240.1859686,1689375240.189305,1689375224.1625996
,202307141554153,103,,202307141553177,130,,202307141553239,1689375271.379144,1689375271.379943,1689375255.3576086
,202307141554465,103,,202307141553177,130,,202307141553239,1689375302.5611875,1689375302.5635393,1689375286.5387182
,202307141555177,103,,202307141553177,130,,202307141553239,1689375333.7373667,1689375333.73983,1689375317.7140732
,202307141555488,103,,202307141553177,131,202307141555498,202307141555499,1689375364.9672942,1689375349.8828537,1689375348.8792129
,202307141556100,103,,202307141553177,131,,202307141555499,1689375386.1182177,1689375386.121588,1689375370.092297
,202307141556412,103,,202307141553177,131,,202307141555499,1689375417.2924945,1689375417.2954512,1689375401.2700408
,202307141557124,103,,202307141553177,131,,202307141555499,1689375448.4707053,1689375448.4731,1689375432.447156
,202307141557436,103,,202307141553177,132,202307141557446,202307141557447,1689375479.7244778,1689375464.6371083,1689375463.6318047
,202307141558048,103,,202307141553177,133,202307141558058,202307141558059,1689375500.9517932,1689375485.8698187,1689375484.8662806
,202307141558260,103,,202307141553177,134,202307141558271,202307141558271,1689375522.1874058,1689375507.1030567,1689375506.0993693
,202307141558473,103,,202307141553177,135,202307141558543,202307141558544,1689375543.4117775,1689375534.3350954,1689375527.3246193
,202307141559085,103,,202307141553177,136,202307141559095,202307141559096,1689375564.6344543,1689375549.549766,1689375548.5452454
,202307141559297,103,,202307141553177,137,202307141559307,202307141559308,1689375585.8631575,1689375570.7808993,1689375569.7763898
,202307141559510,103,,202307141553177,138,202307141559520,202307141559520,1689375607.0902367,1689375592.008137,1689375591.004634
,202307141600122,103,,202307141553177,139,202307141600132,202307141600133,1689375628.3210738,1689375613.2347155,1689375612.2309191
,202307141600334,103,,202307141553177,140,202307141600344,202307141600345,1689375649.549426,1689375634.4657211,1689375633.4622993
,202307141600546,103,,202307141553177,141,202307141601067,202307141601067,1689375670.7759185,1689375666.704619,1689375654.6884995
,202307141601159,103,,202307141553177,142,202307141601169,202307141601169,1689375692.0135334,1689375676.9286168,1689375675.9254434
,202307141601371,103,,202307141553177,143,202307141601381,202307141601382,1689375713.2480915,1689375698.1656451,1689375697.162442
,202307141601583,103,,202307141553177,144,202307141601593,202307141601594,1689375734.4707284,1689375719.3893294,1689375718.3861926
,202307141602196,103,,202307141553177,145,202307141602206,202307141602206,1689375755.689833,1689375740.6092734,1689375739.6061592
,202307141602408,103,,202307141553177,146,202307141602418,202307141602418,1689375776.8995361,1689375761.8176906,1689375760.8141992
,202307141603020,103,,202307141553177,147,202307141603030,202307141603031,1689375798.1208243,1689375783.0399668,1689375782.0364702
,202307141603232,103,,202307141553177,148,202307141603242,202307141603243,1689375819.354511,1689375804.2707675,1689375803.267591
,202307141603444,103,,202307141553177,149,202307141603454,202307141603455,1689375840.5800614,1689375825.4958708,1689375824.4925315
,202307141604057,103,,202307141553177,150,202307141604067,202307141604067,1689375861.7936132,1689375846.710245,1689375845.706809
,202307141604269,103,,202307141553177,151,202307141604279,202307141604279,1689375883.0019586,1689375867.9178133,1689375866.914231
,202307141604481,103,,202307141553177,152,202307141604491,202307141604491,1689375904.2161577,1689375889.133068,1689375888.129588
,202307141605093,103,,202307141553177,153,202307141605103,202307141605104,1689375925.4354703,1689375910.3517952,1689375909.348191
,202307141605305,103,,202307141553177,154,202307141605315,202307141605316,1689375946.6600912,1689375931.5760832,1689375930.5724182
,202307141605517,103,,202307141553177,155,202307141605527,202307141605528,1689375967.8786848,1689375952.7946544,1689375951.791091
,202307141606130,103,,202307141553177,156,202307141606140,202307141606140,1689375989.0994918,1689375974.0168307,1689375973.0136454
,202307141606342,103,,202307141553177,157,202307141606352,202307141606353,1689376010.322338,1689375995.2387943,1689375994.235175
,202307141606555,103,,202307141553177,158,202307141606565,202307141606565,1689376031.585355,1689376016.5037396,1689376015.5003052
,202307141607167,103,,202307141553177,159,202307141607177,202307141607178,1689376052.8205552,1689376037.7388396,1689376036.7355168
,202307141607379,103,,202307141553177,160,202307141607389,202307141607390,1689376074.05781,1689376058.9750865,1689376057.9716525
,202307141607591,103,,202307141553177,161,202307141608002,202307141608002,1689376095.2901287,1689376080.201765,1689376079.1964154
,202307141608204,103,,202307141553177,162,202307141608214,202307141608215,1689376116.519412,1689376101.436127,1689376100.432793
,202307141608416,103,,202307141553177,163,202307141608426,202307141608427,1689376137.7545848,1689376122.6713383,1689376121.6677325
,202307141609028,103,,202307141553177,163,,202307141608427,1689376158.9155784,1689376158.917364,1689376142.8933382
,202307141609341,103,,202307141553177,164,202307141609401,202307141609401,1689376190.20432,1689376180.1276999,1689376174.1189175
,202307141609554,103,,202307141553177,165,202307141609564,202307141609565,1689376211.5510552,1689376196.4650838,1689376195.4599037
,202307141610166,103,,202307141553177,166,202307141610176,202307141610177,1689376232.7611482,1689376217.6766417,1689376216.673147
,202307141610378,103,,202307141553177,167,202307141610449,202307141610449,1689376253.978275,1689376244.9020524,1689376237.8918931
,202307141610591,103,,202307141553177,168,202307141611001,202307141611001,1689376275.1910405,1689376260.107495,1689376259.1039867
,202307141611203,103,,202307141553177,169,202307141611233,202307141611233,1689376296.400018,1689376283.320551,1689376280.314836
,202307141611415,103,,202307141553177,169,,202307141611233,1689376317.5557342,1689376317.558986,1689376301.53357
